State,District,Second Dose Administered,Precautionary Dose Administered,Male(Doses Administered),State,District,Second Dose Administered,Precautionary Dose Administered,Male(Doses Administered)
Tamil Nadu,Sivaganga,651001,891,728048,Tamil Nadu,Palani,552811.0,946.0,603761.0
Tamil Nadu,Krishnagiri,810894,1023,1098080,Tamil Nadu,Chengalpet,1121408.0,6009.0,1416059.0
Tamil Nadu,Erode,1182939,2081,1405754,Tamil Nadu,Dharmapuri,578693.0,724.0,703932.0
Tamil Nadu,Palani,552638,933,603555,Tamil Nadu,Ramanathapuram,392569.0,171.0,417011.0
Tamil Nadu,Chengalpet,1120394,5899,1414960,Tamil Nadu,Tiruppur,1328318.0,1312.0,1725420.0
Tamil Nadu,Dharmapuri,578646,721,703869,Tamil Nadu,Theni,583013.0,951.0,633697.0
Tamil Nadu,Ramanathapuram,392240,170,416774,Tamil Nadu,Perambalur,277271.0,505.0,308512.0
Tamil Nadu,Tiruppur,1327987,1295,1725028,Tamil Nadu,Chennai,3888126.0,19213.0,5015524.0
Tamil Nadu,Theni,582963,934,633642,Tamil Nadu,Tiruvallur,808558.0,780.0,1082164.0
Tamil Nadu,Perambalur,277207,505,308473,Tamil Nadu,Paramakudi,348982.0,341.0,374760.0
Tamil Nadu,Chennai,3885875,18655,5012517,Tamil Nadu,Tiruvarur,590913.0,337.0,669846.0
Tamil Nadu,Tiruvallur,807595,754,1081239,Tamil Nadu,Poonamallee,345433.0,2120.0,437421.0
Tamil Nadu,Paramakudi,348692,335,374500,Tamil Nadu,Nagapattinam,700786.0,802.0,798411.0
Tamil Nadu,Tiruvarur,590790,332,669656,Tamil Nadu,Nilgiris,511895.0,2897.0,508366.0
Tamil Nadu,Poonamallee,345215,2109,437245,Tamil Nadu,Attur,523476.0,787.0,621658.0
Tamil Nadu,Nagapattinam,700592,790,798114,Tamil Nadu,Sivakasi,592630.0,678.0,684877.0
Tamil Nadu,Nilgiris,511748,2828,508244,Tamil Nadu,Cheyyar,415723.0,353.0,494171.0
Tamil Nadu,Attur,523446,783,621578,Tamil Nadu,Aranthangi,343604.0,115.0,373585.0
Tamil Nadu,Sivakasi,592243,668,683201,Tamil Nadu,Kovilpatti,280753.0,420.0,312081.0
Tamil Nadu,Cheyyar,415564,252,493994,Tamil Nadu,Ranipet,453504.0,416.0,557874.0
Tamil Nadu,Aranthangi,343325,115,373054,Telangana,Hyderabad,2634996.0,18993.0,3477086.0
Tamil Nadu,Kovilpatti,280622,409,311930,Telangana,Adilabad,387911.0,3268.0,460222.0
Tamil Nadu,Ranipet,453174,407,557547,Telangana,Bhadradri Kothagudem,619104.0,8754.0,721342.0
Telangana,Hyderabad,2631686,18437,3474115,Telangana,Jagtial,549843.0,1964.0,599992.0
Telangana,Adilabad,384409,3176,458147,Telangana,Jangaon,336403.0,2392.0,372824.0
Telangana,Bhadradri Kothagudem,609963,7190,715911,Telangana,Jayashankar Bhupalpally,261404.0,1316.0,293151.0
Telangana,Jagtial,546254,1832,597870,Telangana,Jogulamba Gadwal,300243.0,1784.0,379882.0
Telangana,Jangaon,332648,2309,370556,Telangana,Kamareddy,479237.0,2918.0,533306.0
Telangana,Jayashankar Bhupalpally,260684,1265,292675,Telangana,Karimnagar,759034.0,3831.0,795718.0
Telangana,Jogulamba Gadwal,297862,1780,378117,Telangana,Khammam,907973.0,6960.0,989348.0
Telangana,Kamareddy,476092,2780,530452,Telangana,Kumuram Bheem,199842.0,958.0,268694.0
Telangana,Karimnagar,756318,3684,794009,Telangana,Mahabubabad,461514.0,2995.0,508257.0
Telangana,Khammam,901555,6588,985138,Telangana,Mahabubnagar,527354.0,4505.0,631015.0
Telangana,Kumuram Bheem,196386,911,266716,Telangana,Mancherial,439610.0,2352.0,503047.0
Telangana,Mahabubabad,458529,2887,506486,Telangana,Medak,455545.0,1555.0,513145.0
Telangana,Mahabubnagar,521959,4411,628025,Telangana,Medchal,1932234.0,9473.0,2444268.0
Telangana,Mancherial,438409,2286,502245,Telangana,Nagarkurnool,426680.0,1366.0,519752.0
Telangana,Medak,453971,1449,512115,Telangana,Nalgonda,813479.0,5200.0,1004070.0
Telangana,Medchal,1930646,9036,2442626,Telangana,Nirmal,371333.0,2549.0,446344.0
Telangana,Nagarkurnool,423983,1351,518085,Telangana,Nizamabad,800842.0,2606.0,886457.0
Telangana,Nalgonda,793125,4611,993385,Telangana,Peddapalli,421646.0,2440.0,520506.0
Telangana,Nirmal,367779,2522,444264,Telangana,Rajanna Sircilla,355813.0,862.0,369268.0
Telangana,Nizamabad,799020,2579,885405,Telangana,Rangareddy,1960435.0,12615.0,2622912.0
Telangana,Peddapalli,420102,2378,519275,Telangana,Sangareddy,792997.0,5764.0,1077352.0
Telangana,Rajanna Sircilla,355201,844,368778,Telangana,Siddipet,510215.0,4117.0,618884.0
Telangana,Rangareddy,1956854,12260,2620141,Telangana,Suryapet,574394.0,2379.0,657081.0
Telangana,Sangareddy,788249,5493,1074226,Telangana,Vikarabad,359404.0,2182.0,523330.0
Telangana,Siddipet,503045,3873,614893,Telangana,Wanaparthy,284290.0,2343.0,357010.0
Telangana,Suryapet,569763,2296,654422,Telangana,Warangal(Rural),319255.0,1321.0,403243.0
Telangana,Vikarabad,355544,2162,521114,Telangana,Warangal(Urban),705306.0,4141.0,787416.0
Telangana,Wanaparthy,280470,2087,353969,Telangana,Yadadri Bhuvanagiri,452737.0,1776.0,501441.0
Telangana,Warangal(Rural),313535,1261,399937,Telangana,Mulugu,180600.0,1181.0,193736.0
Telangana,Warangal(Urban),703615,3898,784752,Telangana,Narayanpet,293108.0,1247.0,347545.0
Telangana,Yadadri Bhuvanagiri,450504,1769,500202,Tripura,Dhalai,217622.0,1612.0,260188.0
Telangana,Mulugu,179761,1177,193235,Tripura,Gomati,274078.0,759.0,300829.0
Telangana,Narayanpet,292104,1241,346365,Tripura,Khowai,162212.0,1159.0,190888.0
Tripura,Dhalai,217604,1601,260145,Tripura,North Tripura,245986.0,853.0,280399.0
Tripura,Gomati,274078,759,300810,Tripura,Sepahijala,279048.0,1062.0,322036.0
Tripura,Khowai,162166,1137,190847,Tripura,South Tripura,267467.0,1481.0,298627.0
Tripura,North Tripura,245986,853,280399,Tripura,Unakoti,138383.0,269.0,162711.0
Tripura,Sepahijala,279041,970,322025,Tripura,West Tripura,566154.0,6537.0,647524.0
Tripura,South Tripura,267467,1479,298627,Uttar Pradesh,Agra,1834649.0,8459.0,2622707.0
Tripura,Unakoti,138379,262,162710,Uttar Pradesh,Aligarh,1482052.0,10480.0,2108293.0
Tripura,West Tripura,566148,6521,647521,Uttar Pradesh,Prayagraj,2402132.0,12724.0,3281237.0
Uttar Pradesh,Agra,1824742,8208,2605784,Uttar Pradesh,Ambedkar Nagar,1003220.0,2319.0,1373114.0
Uttar Pradesh,Aligarh,1468178,10076,2081425,Uttar Pradesh,Amethi,878890.0,2768.0,1097444.0
Uttar Pradesh,Prayagraj,2359044,12117,3245563,Uttar Pradesh,Amroha,740421.0,2649.0,999131.0
Uttar Pradesh,Ambedkar Nagar,993091,2203,1366728,Uttar Pradesh,Auraiya,517976.0,2290.0,767653.0
Uttar Pradesh,Amethi,873078,2623,1091272,Uttar Pradesh,Azamgarh,2043087.0,10272.0,2845729.0
Uttar Pradesh,Amroha,727421,2341,988888,Uttar Pradesh,Badaun,1356364.0,3030.0,2031303.0
Uttar Pradesh,Auraiya,507056,2168,757262,Uttar Pradesh,Baghpat,691609.0,2137.0,859328.0
Uttar Pradesh,Azamgarh,2003662,9804,2814972,Uttar Pradesh,Bahraich,1553387.0,3797.0,2067229.0
Uttar Pradesh,Badaun,1338680,2702,2009535,Uttar Pradesh,Balarampur,942791.0,6950.0,1286239.0
Uttar Pradesh,Baghpat,690689,2136,858705,Uttar Pradesh,Ballia,1383657.0,5028.0,1724548.0
Uttar Pradesh,Bahraich,1515120,3631,2036595,Uttar Pradesh,Banda,745830.0,1125.0,1078956.0
Uttar Pradesh,Balarampur,930058,6259,1269333,Uttar Pradesh,Barabanki,1350579.0,7689.0,1840700.0
Uttar Pradesh,Ballia,1366065,4754,1672535,Uttar Pradesh,Bareilly,2019100.0,9215.0,2797890.0
Uttar Pradesh,Banda,737555,1063,1071598,Uttar Pradesh,Basti,1170417.0,5686.0,1525189.0
Uttar Pradesh,Barabanki,1333164,7572,1829891,Uttar Pradesh,Bijnour,1526064.0,7415.0,2074471.0
Uttar Pradesh,Bareilly,1987118,8771,2768975,Uttar Pradesh,Bulandshahr,1392694.0,7687.0,1973408.0
Uttar Pradesh,Basti,1162948,5528,1511671,Uttar Pradesh,Chandauli,856334.0,4257.0,1136078.0
Uttar Pradesh,Bijnour,1502040,7253,2056595,Uttar Pradesh,Chitrakoot,389071.0,714.0,569545.0
Uttar Pradesh,Bulandshahr,1377753,7110,1954107,Uttar Pradesh,Deoria,1419409.0,9904.0,1600890.0
Uttar Pradesh,Chandauli,845161,4006,1122516,Uttar Pradesh,Etah,747457.0,2228.0,1022274.0
Uttar Pradesh,Chitrakoot,382105,503,563388,Uttar Pradesh,Etawah,697372.0,2676.0,1061151.0
Uttar Pradesh,Deoria,1404515,9662,1588674,Uttar Pradesh,Ayodhya,1101726.0,7682.0,1436856.0
Uttar Pradesh,Etah,738833,2096,1015332,Uttar Pradesh,Farrukhabad,683063.0,2266.0,1021386.0
Uttar Pradesh,Etawah,694656,2618,1056603,Uttar Pradesh,Fatehpur,1205276.0,6053.0,1502026.0
Uttar Pradesh,Ayodhya,1092787,7386,1431058,Uttar Pradesh,Firozabad,975901.0,2937.0,1471307.0
Uttar Pradesh,Farrukhabad,665019,2100,1004176,Uttar Pradesh,Gautam Buddha Nagar,1446430.0,11320.0,2123206.0
Uttar Pradesh,Fatehpur,1177754,5800,1480726,Uttar Pradesh,Ghaziabad,1940293.0,15608.0,2671167.0
Uttar Pradesh,Firozabad,947212,2413,1451818,Uttar Pradesh,Ghazipur,1536409.0,2026.0,2207218.0
Uttar Pradesh,Gautam Buddha Nagar,1444804,10583,2119795,Uttar Pradesh,Gonda,1405305.0,4340.0,1917358.0
Uttar Pradesh,Ghaziabad,1930008,14867,2660164,Uttar Pradesh,Gorakhpur,1955731.0,7764.0,2538357.0
Uttar Pradesh,Ghazipur,1474038,1816,2150686,Uttar Pradesh,Hamirpur,442243.0,1766.0,657687.0
Uttar Pradesh,Gonda,1377801,4164,1898972,Uttar Pradesh,Hapur,583697.0,2050.0,802992.0
Uttar Pradesh,Gorakhpur,1946033,7589,2502037,Uttar Pradesh,Hardoi,1752420.0,3436.0,2310447.0
Uttar Pradesh,Hamirpur,439199,1394,652947,Uttar Pradesh,Hathras,690138.0,4298.0,908214.0
Uttar Pradesh,Hapur,577789,1940,796253,Uttar Pradesh,Jalaun,703881.0,2093.0,969229.0
Uttar Pradesh,Hardoi,1727531,3249,2280087,Uttar Pradesh,Jaunpur,2135887.0,6765.0,2661419.0
Uttar Pradesh,Hathras,679161,4211,895965,Uttar Pradesh,Jhansi,874870.0,8195.0,1265804.0
Uttar Pradesh,Jalaun,685563,1920,948511,Uttar Pradesh,Kannauj,715830.0,2759.0,1089211.0
Uttar Pradesh,Jaunpur,2091756,5807,2633686,Uttar Pradesh,Kanpur Dehat,823893.0,5024.0,1120568.0
Uttar Pradesh,Jhansi,863085,7845,1256026,Uttar Pradesh,Kanpur Nagar,1968785.0,13393.0,2716409.0
Uttar Pradesh,Kannauj,703403,2723,1079663,Uttar Pradesh,Kasganj,548599.0,2092.0,793344.0
Uttar Pradesh,Kanpur Dehat,812604,4901,1108281,Uttar Pradesh,Kaushambi,674231.0,4167.0,923388.0
Uttar Pradesh,Kanpur Nagar,1947068,12811,2696613,Uttar Pradesh,Kushinagar,1428923.0,6983.0,1789777.0
Uttar Pradesh,Kasganj,544128,1910,784981,Uttar Pradesh,Lakhimpur Kheri,1446616.0,3373.0,2090731.0
Uttar Pradesh,Kaushambi,669797,3936,915993,Uttar Pradesh,Lalitpur,528765.0,750.0,713606.0
Uttar Pradesh,Kushinagar,1396780,6587,1713763,Uttar Pradesh,Lucknow,2706374.0,30389.0,3524347.0
Uttar Pradesh,Lakhimpur Kheri,1387570,3121,2048918,Uttar Pradesh,Maharajganj,1197386.0,7740.0,1423916.0
Uttar Pradesh,Lalitpur,517540,564,700220,Uttar Pradesh,Mahoba,338394.0,1628.0,487548.0
Uttar Pradesh,Lucknow,2689280,29749,3511411,Uttar Pradesh,Mainpuri,827294.0,4242.0,1224545.0
Uttar Pradesh,Maharajganj,1180477,7545,1393212,Uttar Pradesh,Mathura,1017061.0,4099.0,1536563.0
Uttar Pradesh,Mahoba,329512,1344,478024,Uttar Pradesh,Mau,944303.0,4656.0,1281511.0
Uttar Pradesh,Mainpuri,807419,3263,1210646,Uttar Pradesh,Meerut,1461421.0,8860.0,1998918.0
Uttar Pradesh,Mathura,987970,3787,1506214,Uttar Pradesh,Mirzapur,1152617.0,1739.0,1564957.0
Uttar Pradesh,Mau,936249,4310,1271011,Uttar Pradesh,Moradabad,1097422.0,6912.0,1640324.0
Uttar Pradesh,Meerut,1455527,8547,1992755,Uttar Pradesh,Muzaffarnagar,1195893.0,7101.0,1699715.0
Uttar Pradesh,Mirzapur,1140074,1711,1551399,Uttar Pradesh,Pilibhit,954649.0,3950.0,1344002.0
Uttar Pradesh,Moradabad,1074838,6672,1622081,Uttar Pradesh,Raebareli,1283948.0,6799.0,1623654.0
Uttar Pradesh,Muzaffarnagar,1169042,6872,1674008,Uttar Pradesh,Pratapgarh,1509454.0,5520.0,1911920.0
Uttar Pradesh,Pilibhit,938750,3730,1328822,Uttar Pradesh,Rampur,806702.0,3105.0,1223898.0
Uttar Pradesh,Raebareli,1253729,6612,1592277,Uttar Pradesh,Saharanpur,1307396.0,6944.0,1866290.0
Uttar Pradesh,Pratapgarh,1474736,4893,1886757,Uttar Pradesh,Sambhal,813398.0,1505.0,1165791.0
Uttar Pradesh,Rampur,793682,2909,1209205,Uttar Pradesh,Sant Kabir Nagar,720754.0,1923.0,935860.0
Uttar Pradesh,Saharanpur,1294087,6193,1845928,Uttar Pradesh,Bhadohi,657600.0,1131.0,881449.0
Uttar Pradesh,Sambhal,787773,1456,1144639,Uttar Pradesh,Shahjahanpur,1767750.0,6627.0,2314325.0
Uttar Pradesh,Sant Kabir Nagar,708827,1820,923466,Uttar Pradesh,Shamli,448868.0,1425.0,681989.0
Uttar Pradesh,Bhadohi,647708,1064,873287,Uttar Pradesh,Shravasti,469496.0,2461.0,648627.0
Uttar Pradesh,Shahjahanpur,1731064,6214,2286244,Uttar Pradesh,Siddharthnagar,1156579.0,6696.0,1514727.0
Uttar Pradesh,Shamli,444474,1367,666355,Uttar Pradesh,Sitapur,1697816.0,5429.0,2403592.0
Uttar Pradesh,Shravasti,450989,2383,635090,Uttar Pradesh,Sonbhadra,783912.0,2663.0,1099765.0
Uttar Pradesh,Siddharthnagar,1149382,6548,1505283,Uttar Pradesh,Sultanpur,1087112.0,4440.0,1454347.0
Uttar Pradesh,Sitapur,1648717,4173,2349265,Uttar Pradesh,Unnao,1287831.0,5721.0,1764476.0
Uttar Pradesh,Sonbhadra,775906,2416,1090332,Uttar Pradesh,Varanasi,1817393.0,7188.0,2585282.0
Uttar Pradesh,Sultanpur,1084303,4362,1451863,Uttarakhand,Dehradun,1352282.0,21141.0,1577693.0
Uttar Pradesh,Unnao,1260836,5477,1736921,Uttarakhand,Pauri Garhwal,353137.0,4990.0,392765.0
Uttar Pradesh,Varanasi,1812348,6803,2573821,Uttarakhand,Chamoli,259717.0,4058.0,272469.0
Uttarakhand,Dehradun,1350478,20482,1575840,Uttarakhand,Rudraprayag,147619.0,1532.0,152186.0
Uttarakhand,Pauri Garhwal,353096,4962,392726,Uttarakhand,Tehri Garhwal,319843.0,3964.0,343333.0
Uttarakhand,Chamoli,259652,4028,272369,Uttarakhand,Haridwar,1319427.0,12473.0,1611953.0
Uttarakhand,Rudraprayag,147193,1475,151967,Uttarakhand,Uttarkashi,212415.0,4279.0,236178.0
Uttarakhand,Tehri Garhwal,319581,3952,343169,Uttarakhand,Almora,309018.0,5030.0,324935.0
Uttarakhand,Haridwar,1317372,12271,1610501,Uttarakhand,Udham Singh Nagar,1196930.0,6547.0,1403654.0
Uttarakhand,Uttarkashi,212399,4155,236161,Uttarakhand,Pithoragarh,280765.0,5036.0,302979.0
Uttarakhand,Almora,308742,4958,324727,Uttarakhand,Bageshwar,160292.0,3819.0,168016.0
Uttarakhand,Udham Singh Nagar,1194670,6342,1401786,Uttarakhand,Champawat,164421.0,2115.0,177447.0
Uttarakhand,Pithoragarh,279783,4809,302231,Uttarakhand,Nainital,646914.0,9255.0,741282.0
Uttarakhand,Bageshwar,160249,3634,167984,West Bengal,Alipurduar District,822476.0,5498.0,941498.0
Uttarakhand,Champawat,164381,2083,177400,West Bengal,Bankura,1131340.0,7724.0,1469540.0
Uttarakhand,Nainital,646550,9089,740919,West Bengal,Basirhat HD (North 24 Parganas),1021696.0,2724.0,1295607.0
West Bengal,Alipurduar District,820661,5397,940481,West Bengal,Birbhum,1094601.0,4416.0,1294031.0
West Bengal,Bankura,1128461,7346,1467921,West Bengal,Bishnupur HD (Bankura),526662.0,2525.0,669420.0
West Bengal,Basirhat HD (North 24 Parganas),1019312,2712,1294316,West Bengal,Dakshin Dinajpur,878547.0,5976.0,1006232.0
West Bengal,Birbhum,1093907,4376,1293598,West Bengal,Darjeeling,1192243.0,8740.0,1318592.0
West Bengal,Bishnupur HD (Bankura),525721,2501,668608,West Bengal,Diamond Harbor HD (S 24 Parganas),1543730.0,8186.0,1840426.0
West Bengal,Dakshin Dinajpur,877751,5783,1005396,West Bengal,East Bardhaman,2058888.0,13296.0,2730513.0
West Bengal,Darjeeling,1192031,8705,1318426,West Bengal,Hoogly,2779926.0,18880.0,3255968.0
West Bengal,Diamond Harbor HD (S 24 Parganas),1542867,8010,1839942,West Bengal,Howrah,2501174.0,11427.0,2994473.0
West Bengal,East Bardhaman,2058275,12909,2730013,West Bengal,Jalpaiguri,980140.0,5729.0,1223176.0
West Bengal,Hoogly,2771428,18407,3251216,West Bengal,Jhargram,546180.0,2799.0,671141.0
West Bengal,Howrah,2499213,11109,2992272,West Bengal,Kalimpong,170126.0,1234.0,188859.0
West Bengal,Jalpaiguri,976764,5536,1220975,West Bengal,Kolkata,3932111.0,33462.0,4982251.0
West Bengal,Jhargram,546097,2711,671093,West Bengal,Malda,1302387.0,5475.0,1887850.0
West Bengal,Kalimpong,170119,1232,188853,West Bengal,Murshidabad,2774591.0,12514.0,3802578.0
West Bengal,Kolkata,3931707,33151,4981588,West Bengal,Nadia,2185379.0,14628.0,2853115.0
West Bengal,Malda,1298946,5211,1885742,West Bengal,Nandigram HD (East Medinipore),1246003.0,9647.0,1309866.0
West Bengal,Murshidabad,2771049,12207,3798989,West Bengal,North 24 Parganas,4507843.0,14441.0,5165506.0
West Bengal,Nadia,2185377,14624,2853111,West Bengal,Paschim Medinipore,2228170.0,16470.0,2778146.0
West Bengal,Nandigram HD (East Medinipore),1245933,9639,1309816,West Bengal,Purba Medinipore,2058436.0,17032.0,2124753.0
West Bengal,North 24 Parganas,4505719,14077,5163265,West Bengal,Purulia,1289935.0,3618.0,1640957.0
West Bengal,Paschim Medinipore,2218269,15690,2772282,West Bengal,Rampurhat HD (Birbhum),633760.0,876.0,767524.0
West Bengal,Purba Medinipore,2058207,16903,2124548,West Bengal,South 24 Parganas,2482574.0,6205.0,3008591.0
West Bengal,Purulia,1286485,3280,1638723,West Bengal,Uttar Dinajpur,1115402.0,6682.0,1513355.0
West Bengal,Rampurhat HD (Birbhum),633572,876,767439,West Bengal,West Bardhaman,1479711.0,7320.0,1809908.0
West Bengal,South 24 Parganas,2481228,6195,3007874,West Bengal,COOCHBEHAR,1125683.0,6072.0,1542871.0
West Bengal,Uttar Dinajpur,1103724,6439,1505381,,,,,
West Bengal,West Bardhaman,1479640,7298,1809826,,,,,
West Bengal,COOCHBEHAR,1124512,6008,1541221,,,,,
